id,created_at,text,country,followers,friends
1218950822890962944,Sun Jan 19 17:38:17 +0000 2020,Laws Protecting Dogs Left Outside in the Cold | Libre's Law https://t.co/GFwD7Ee2KD,United States,0,92
id,created_at,text,country,followers,friends
1218950822890962944,Sun Jan 19 17:38:17 +0000 2020,Laws Protecting Dogs Left Outside in the Cold | Libre's Law https://t.co/GFwD7Ee2KD,United States,0,92
